,El Toro,Greytown Hotel - The Top Pub,greytown hotel - the top pub,"Porterhouse steak, beef brisket, pork scotch fillet and Spanish chorizo patty with housemade bacon jam, dill pickles, butter cheese, heirloom tomatoes, cider battered onion rings, salad, housemade aioli and BBQ sauce in a Clareville Bakery mixed flour bun, with paprika spiced fries.",Yes,$23,,,,,,,,,,,X,,,,X,,,,,,,,X,,X
,Double Happy,Grill Meats Beer,grill meats beer,"Slider duo: Wagyu patty with Swiss and housemade pickle salt crisps in a Brezelmania Pretzel Bun; Korean fried chicken with Fix & Fogg satay, iceberg and kimchi in a steamed bao bun.",,$22,Noon Juice,$32,,,,,,,Possible,,X,X,,,,,,,,,X,,X,,
,The Double Dirty,Guerilla Burger - Oddlins pop up,guerilla burger - oddlins pop up,"Flame pit grilled smashed beef patty with seared gammon, Fortune Favours Wellingtonian burger sauce, melted cheese and pickles in a Brezelmania bun.",,$16,,,,,,,,,,,X,,,,,,,,,,,,X,,
,Cuban Burger Crisis,Guerilla Burger Flame Grill pop up,guerilla burger flame grill pop up,"Smashed pork patty with Cuban-inspired seasoning, Kāpiti Te Horo Swiss, pickles and golden mustard sauce in a Brezelmania bun.",,$12,,,,,,,,,Yes,,,,,,X,,,,,,,,X,,
,Viva La Revolución,The Hangar,hangar,"Crispy pork belly and parmesan-crusted chicken with fennel and apple slaw and poulette sauce in a soft baguette roll, with traditional pomme de terre.",,$24,Tournesol,$34,,,,,,,,,,X,,,X,,,,,,,,,,
,Ferment To Be,Heyday Beer Co,heyday beer co,"Angus beef smashed patty with thick-cut bacon, tomato, mustard greens, Provolone dolce, housemade pickles, jalapeños and roasted pumpkin seed paste in a Zaida's beetroot ciabatta bun.",,$24,,,,,,,Possible,,,,X,,,,,,,,,,,,X,,
,Kawamunga,Hillside Kitchen & Cellar,hillside kitchen & cellar,"Deep-fried Cameron Family Farms vegetable terrine with kawakawa honey mustard and mung bean sprout slaw in a housemade bun, with potato crisps.",Yes,$20,Bliss,$30,,,Yes,,Yes,Possible,Yes,,,,,,,,,X,,,,,,,
,Smashed Badger,Honey Badger Saloon,honey badger saloon,"Smashed double brisket patty with smashed fried onions, housemade sauce, onion, American cheese and dill pickles in a Brezelmania potato bun, with spiced tater tots and peri-peri ketchup.",,$20,,,,,,,,,,,,,,,,,,,,,,,X,,
,The Aotearoa,The Hop Garden,hop garden,"Pulled smoked lamb and beef patty with kūmara rosti, housemade beetroot pickled onions, Zany Zeus minted yoghurt and coriander in a sesame bun, with shoestrings fries.",Yes,$20,Pickle Beer,$31,,,,Possible,,,Yes,,X,,,X,,,,,,,,,X,,X
,Lucky Number 8,Hot Sauce,hot sauce,"Crayfish patty with Ōtaki pork patty, cos lettuce, shaved daikon, coriander, chilli, spring onion and sriracha mayonnaise in a Zaida's eight-shaped charcoal milk bun.",,$32,Pickle Beer,$42,,,,,,,,,,,,,X,,,,,,X,,,X,
,Kashed Up,The Hotel Bristol,hotel bristol,"Kashmiri-spiced buttermilk chicken with Zany Zeus raita and iceberg slaw, pickled red onion and masala sauce in a Brezelmania turmeric potato bun, with papadum chips and mango ketchup.",Yes,$20,,,,,,,,,,,,X,,,,,,,,,,,X,,
,Old Smokey Muffuletta,The Hudson On Chews,hudson on chews,"Char-grilled Italian sausage with charcuterie, green olives and Zany Zeus mascarpone in a char-grilled bun.",,$26,Pickle Beer,$36,,,Possible,Possible,Possible,,Yes,,,,,,,,,,,,,,,,
,Pork Rib-O'Licous,Hunts Restaurant,hunts restaurant,"Pork ribs with jalapeño cheese, pickles, lettuce, onion marmalade and burger sauce in a Brezelmania milk bun, with mac 'n' cheese bites and buttermilk ranch dressing.",Yes,$18,Hāpi Daze,$28,,,,,,,,,,,,,X,,,,,,,,,,
,Arif Special,Indo PLUS Food Truck @ Waitoa Social Club,indo plus food truck @ waitoa social club,"Rendang sambal dry ribs with lettuce, onion, tomato and housemade sambal in a Hataitai Hot Bread Shop bun.",,$18,Fuzz Box,$27,,,,,,,,,,,,,,,,,,,,,,,
,What's Yer Beef,Jack Hackett's,jack hackett's,"Rump steak slices with ribbons of kūmara, carrot and parsnip crisps, cos lettuce, tomato and horseradish relish in a Pandoro corn-dusted bun, with handcut fries and red wine gravy.",Yes,$20,Garagista,$30,,,,,,,,,,,,,,,,,,,,,,,X
,Chori,Jardin Grill,jardin grill,"Longganisa patty with banana ketchup, sweet onion jam, lettuce and housemade mayonnaise in a Pandoro milk bun, with chunky fries.",Yes,$27,,,,,Possible,Possible,,,,,,,,,,,,,,,,,,,X
,Bangalore Empire,Juniper Restaurant & Bar,juniper restaurant & bar,"Tandoori chicken breast with jalapeño, red onion slaw, cheddar, lettuce, tomato and coriander masala aioli in a Pandoro milk bun, with beer-battered fries.",Yes,$22,Garagista,$32,,,,Possible,,,Yes,,,X,,,,,,,,,,,,,X
,Burgembira,Kanama Kopi Kadai,kanama kopi kadai,"Quinoa, pumpkin and kūmara patty with grilled eggplant, zucchini, spiced caramelised onion, baby rocket, cashew pesto and chilli mayonnaise in a housemade roti with kale masala vadai and vegetable relish.",,$25,,,,,Yes,Possible,Yes,Yes,Possible,,,,,,,,,X,,,,,,X,
,K-BBQ,Kanteen,kanteen,"Korean-spiced beef brisket with iceberg lettuce, cucumber pickle and kimchi mayonnaise in an Arobake onion bun, with sweet sesame shoestring fries.",Yes,$20,Garagista,$30,,,Yes,Possible,,,Yes,,X,,,,,,,,,,,,X,,X
,Te Hononga,Karaka Café,karaka café,"Grilled pork belly with pāua cream, wild watercress, housemade smoked beetroot and pikopiko relish and apple sauce in an Arobake sage and onion bun, with root vegetable crisps.",,$20,Noon Juice,$30,,,,,,,Yes,,,,,,X,,,,,,,,,,
,Opa!,Kelburn Village Pub,kelburn village pub,"Moroccan-spiced chicken with slaw and Elysian tzatziki in an Arobake beetroot bun, with beer-battered onion rings and polenta fries.",Yes,$20,Noon Juice,$30,,,Possible,Possible,,,,,,X,,,,,,,,,,,,,X
,Agra,Khandallah Trading Company,khandallah trading company,"Curry spiced lamb patty with cucumber, red onion, basil mango mayonnaise, Zany Zeus paneer and mint salad in a Brezelmania turmeric potato bun, with thick cut chips and curry sauce.",Yes,$24,,,,,,,,,,,,,,X,,,,,,,,,,,
,Fricken Large,LAB 151,lab 151,"Taiwanese-style supersized fried chicken marinated in secret sauce with long-pickled cucumber, lettuce, American cheddar and chipotle mayonnaise in a Grafter's honey-toasted corn dusted bun, with kūmara fries.",Yes,$22,,,,,,,,,,,,X,,,,,,,,,,,X,,X
,'Rapa Your Mouth Around This,L'affare,l'affare,"Wairarapa pork sausage patty with Kingsmeade Mt Bruce Havarti, Wairarapa truffles in a soft milk bun, with shoestring fries.",Yes,$22,Hophaus Alt,$28,,,,,,,Yes,,,,,,X,,,,,,,,,,X
,Salsiccia e Friarielli,La Bella Italia,la bella italia,"Free range Wairarapa pork sausage with Provolone, friarielli, garlic, chilli and oregano in an Arobake bun.",,$17,,,,,,,,,,,,,,,X,,,,,,,,,X,
,The Caffeinated Cow,The Lab Food and Beverage Co. Press Hall,lab food and beverage co. press hall,"Spiced and coffee-infused steak with onion bhaji, tomato, lettuce and smoky peanut sauce, in a Zaida's charcoal brioche bun, with oven-baked handcut kūmara chips.",Yes,$24,Cereal Milk Stout,$35,,,Possible,Possible,,,,,,,,,,,,,,,,,,,
,The Mighty Pecking Duck,The Lab Food and Beverage Co. XXCQ,lab food and beverage co. xxcq,"Five-spiced duck and pork sausage patty with crispy duck skin, housepickled cucumber, Asian-inspired slaw and sweet and sour tamarind hoisin sauce in a Zaida's charcoal brioche bun, with prawn crackers.",,$24,Noon Juice,$35,,,,Possible,,,Yes,,,,X,,X,,,,,,,,X,,
,Kung-Fu Kickin Chickn,The LAB Victoria Street Precinct,lab victoria street precinct,"Nam Yu fried chicken with pickled slaw, scallions, kicap manis and housemade garlic chilli in a chicken-jus infused rice bun, with waffle fries and wonton skin mix.",Yes,$19,Pils'n'Thrills,$30,,,Yes,Possible,,,,,,X,,,,,,,,,,,X,X,X
,Cows Don’t Cry,Lanes Bar and Bowling,lanes bar and bowling,"Fix & Fogg Peanut Butter infused chickpea and lentil patty with housemade roasted tomato and capsicum relish, vegan mayonnaise, vegan cheese and shredded lettuce in an Arobake bun, with paprika spiced chunky fries.",Yes,$20,Noon Juice,$29,,,Yes,,Yes,Yes,,,,,,,,,,X,,,,,,,X
,The Siciliano,The Larder,larder,"Peperoncino and rosemary marinated baby chicken with black cabbage slaw, Provolone and nduja in a housemade buttermilk bun, with polenta fries, parmesan and aioli.",Yes,$25,Noon Juice,$33,,,Possible,Possible,Possible,Possible,Yes,,,X,,,,,,,,,,,,,X
,Everybody Loves Dessert,Lashings HQ,lashings hq,"Milk chocolate brownie patty with vanilla cream, passionfruit pâte de fruit and raspberry sauce in a SoNut (sourdough donut) bun, with popcorn ice cream and salted toffee popcorn.",Yes,$18,,,,,,,,,Yes,,,,,,,,X,,,,,,,,
,Let's Get Jacked,Laundry,laundry,"Pulled jackfruit with buffalo sauce, cauliflower, guacamole, vegan ranch, pickled red cabbage, red onion and alfalfa sprouts in a Zaida's bun.",,$21,DFA,$31,,,Yes,,Yes,Yes,,,,,,,,,,X,,X,,,X,,
,Hog Thai,Leeds Street Bakery,leeds street bakery,"Spiced braised Longbush pork shoulder with lemongrass, coriander, Thai basil slaw, mung bean sprouts, lime and caramel dressing in a Leeds Street Bakery milk bun.",,$21,,,,,,,,,Yes,,,,,,X,,,,,,,,,,
,Massattack,Leroy's Bar,leroy's bar,"Masa-coated buttermilk chicken with shredded iceberg, pepper jack cheese, coriander, jalapeño mayonnaise, pickled onions and Penray Gardens smoked jalapeño sriracha in a Brezelmania potato bun, with pepper jack dusted blue and yellow corn tortillas and salsa roja.",,$22,Pils'n'Thrills,$31,,,,,,,,,,X,,,,,,,,,,,X,,
,The Drunken Bird,Leuven Belgian Beer Café,leuven belgian beer café,"Beer-soaked marinated chicken with smoked pork rasher, shredded slaw and sesame dressing in a Zaida's ciabatta bun, with Belgian thick-cut frites.",,$20,,,,,,,,,,,,X,,,X,,,,,,,,,,
,Candy Mountain,The Library,library,"Carrello del Gelato Malteser® crumbed Twix Bits® ice cream slice with salted pretzel and Curly Wurly chocolate bark, Cherry Ripe jellies and deep-fried Freddo in a Sixes & Sevens donut bun with Snickers® pipettes, funnel cake fries and frostchup.",Yes,$18,Hophaus Alt,$30,,,,,Yes,,Possible,,,,,,,,X,,,,,,,,X
,Dr. Snaglove (Or How I Learned to Stop Worrying and Love Fried Onions),Little Beer Quarter,little beer quarter,"Cameron Harrison beer-infused smoked pork sausage and charred beef smash patty with crispy tobacco onions, grilled cheddar, housemade sour beer pickles, and tangy housemade ketchup in a housemade soft salted bretzel-inspired roll, with waffle fries and gravy.",Yes,$23,Hophaus Alt,$32,,,,,,,Yes,,X,,,,X,,,,,,,,X,,X
,When Life Gives You Lemongrass,Little Penang @ Waitoa Victoria St,little penang @ waitoa victoria st,"Chicken breast with housemade satay sauce, lemongrass, spices and chopped nuts in a Wellington Sourdough bun.",,$18,Fuzz Box,$28,,,,,Possible,,,,,X,,,,,,,,,,,,,
,Belly of a Beer Drinking Pig,Little Sprig Seatoun,little sprig seatoun,"Braised Strathmore Butchery pork belly and streaky bacon with Zany Zeus smoked brinza, onion jam, sea salt pickles, boozy aioli, boozy BBQ sauce and Shoots Microgreens herbs in a toasted Brezelmania bun, with hand-cut chips.",Yes,$28,,,,,Possible,,,,,,,,,,X,,,,,,,,X,,
,Chickira,The Little Waffle Shop,little waffle shop,"Buttermilk-brined cornflake-crusted fried chicken with maple bacon, Carrello del Gelato sriracha gelato and maple syrup in between two waffles.",,$12,,,,,,,,,Yes,,,X,,,,,,,,,,,,,
,Bali Chick,Lola Stays,lola stays,"Coconut fried chicken with sambal matah salsa, lemongrass aioli and greens in a Pandoro brioche bun, with housemade spiced crisps.",,$20,,,,,,,,,,,,X,,,,,,,,,,,,,
,La Polla Loca,Los Banditos,los banditos,"Fried chicken brined in a green mango juice and sticky scorpion chilli pineapple relish with pickled red cabbage, whipped feta and coriander in a Brezelmania toasted potato bun, with patatas bravas with chipotle and lemongrass salt, mayonnaise and salsa.",,$25,DFA,$35,,,,Possible,,,Yes,,,X,,,,,,,,,,,X,X,
,La Gran Tortuga,Los Locos Mexican Cantina,los locos mexican cantina,"Beef patty with chorizo, bacon, Turk's chicken, frankfurter, free range fried egg, cheese, grilled onions and jalapeño aioli in a housebaked bun, with kūmara fries.",Yes,$24,Pickle Beer,$34,,,,,,,,,X,X,,,,,,,,,,,,,X
,Tandoori Glory,LUCKY,lucky,"Fried tikka-spiced chicken thigh with red slaw, Zany Zeus raita and LUCKY chutney in a Brezelmania garlic bun, with curry fries.",Yes,$20,,,3.9,,,,Possible,,Yes,,,X,,,,,,,,,,,,,X
,Prawn Chicka Wow Wow!,Lulu,lulu,"Coconut fried chicken with Woodhaven Gardens cabbage and green papaya slaw, nam jim dressing, tamarind and pineapple chutney and pork crackle crumb, in a toasted shrimp brioche bun (shimp optional), with nam jim seasoned potato tornado topped with sriracha mayo and Woodhaven Gardens spring onions.",,$26,Electric Dry Hop Acid Test,$35,,,Possible,,,,Yes,,,X,,,X,,,,,,,,,,
,East Meats West,Mac's Brewbar,mac's brewbar,"Slow-cooked St. Louis-style pork rib rack with Kāpiti Smoked Cheddar mayonnaise, spicy pickles, Baxters spicy bourbon BBQ sauce and caramelised onions in a Brezelmania sesame loaf bun, with umami-dusted crispy prawns and wasabi mayonnaise. Available as full, half or quarter rib, served to share.",Yes,$100,,,,,,,,,,,,,,,X,X,,,,,,,X,,
,Mayan End of World,Machete Coffee & Tacos,machete coffee & tacos,"Beef patty with cheese, avocado, tomato, red onion, mesclun, Coffee Supreme espresso BBQ sauce and spicy mayonnaise in a soft potato bun, with seasoned tortilla strip fries and guacamole.",Yes,$20,Pickle Beer,$28,,,,,,,Possible,,X,,,,,,,,,,,,,,X
,Chook Norris,Master Kong,master kong,"Cereal crumbed chicken thigh with Marmite™ and chilli jam, smoked bacon and pineapple kimchi in a Brezelmania Havana Coffee bun, with taro crisps.",,$25,Cereal Milk Stout,$33,,,,,,,,,,X,,,,,,,,,,,,X,
,The Forager,Mediterranean Foods Trattoria and Deli,mediterranean foods trattoria and deli,"Black Angus beef patty with truffled prosciutto cotto ham, Taleggio cheese, lollo lettuce, balsamic borettane pickled onion and locally foraged porcini mushrooms in an Altamura sourdough bread bun, with Van der Rose potato wedges.",,$20,Garagista,$33,,,Possible,,,,Yes,,X,,,,,,,,,,,,X,,
,Mother Clucker,Mexico Petone,mexico petone,"Free range chicken patty marinated in achiote and guajillo chilli with citrus crema, citrus-cured red onion, cornichon and baby rocket in a Zaida's paprika milk bun, with kūmara crisp.",,$18,,,,,,,,,Yes,,,X,,,,,,,,,,,,X,
,Plant Power,Mexico Wellington,mexico wellington,"Plant-based patty with vegan chipotle mayonnaise, vegan cheddar, Wild Chef orange kūmara rosti, rocket, tomato salsa, slaw, jitomate and caramelised Spanish onion in a gluten free sourdough bun.",,$20,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,X,,X,,,,,
,The Golden Goat,Ministry of Food,ministry of food,"Slow-cooked pulled spiced goat with pickled onion, tomato salsa, lettuce, Kāpiti Pakari Aged Cheddar, coriander and mint chutney in a milk bun, with potato chips.",Yes,$21,Garagista,$31,,,,Possible,,,,,,,,,,,,,,,,,,,
,The Hotline Wing,Mishmosh,mishmosh,"Fried chicken with buffalo mozzarella, Fix & Fogg Smoke & Fire hot sauce, Grafters bush blend honey, butter leaf lettuce and a hot wing in a soft white bun, with bacon dusted fries.",Yes,$24,,,,,,,,,,,,X,,,,,,,,,,,,,X
,Miss Saigon,Miss Fortune's,miss fortune's,"Lemongrass and turmeric chicken with toasted cashew, green mango slaw, red nuoc cham sauce, mayonnaise and herbs in a Shelly Bay Baker organic sesame seed bun, with prawn crackers.",,$14,DFA,$22,,,Yes,Possible,,,Possible,,,X,,,,,,,,,,,,,
,Misspent Youth,Mockingbird,mockingbird,"Triple cheese patty in a hemp-crumb with tequila pickles, smoky bacon, red ale caramelised onions, pickled red cabbage, hydroponic iceberg lettuce, Shoots NZ micro beetroot, parent's liquor cabinet rocket fuel sticky glaze and herb aioli in a Zaida's bun with beer-battered fries and bacon mayonnaise.",Yes,$22,Pickle Beer,$32,,,Yes,,Yes,Yes,,,,,,,,,,X,,,,,X,,X
,The Oinkster,Monsoon Poon,monsoon poon,"Slow-cooked pork belly with shrimp sausage, chilli and apricot slaw, pickled onions and phở mayonnaise in an Arobake bun with prawn crackers.",,$19,Bliss,$29,,,,,,,Yes,,,,,,X,,,,,,,,X,X,
,Tātou tātou e,Moon,moon,"Wagyu patty with cos lettuce, Garage Project Hops on Pointe caramelised onion, Garage Project Hatsukoi Lager sunomono cucumber, Baron Hasselhoff's chocolate and stout mole sauce, mustard, ketchup and black garlic mayonnaise in an Arobake soft herb bun, with root vegetable fries.",Yes,$22,Pickle Beer,$30,,,Yes,,Possible,Possible,,,X,,,,,,,,,,,,,,X
,Pao Bao,Mr Go's,mr go's,"Kung Pao chicken with Shoots NZ microgreen slaw, pink pickled onion, red pepper and Sichuan mayonnaise in a housemade steamed bao with skin-on shoestring fries.",Yes,$23,Noon Juice,$34,,,,,,,,,,X,,,,,,,,,,,X,,X
,O'Bay Surf 'n' Turf,Mt Vic Chippery,mt vic chippery,"Wairarapa apple-wood smoked Wagyu brisket with tempura prawn, cos lettuce, Bloody Mary sauce and béarnaise aioli in a sesame bun, with fries.",Yes,$15,,,,,,,,,,,X,,,,,X,,,,,,,,,X
,Wallburger,München,münchen,"Pastrami and brisket patty with Kāpiti Te Horo Swiss, dill pickle, Russian dressing and red and white caraway sauerkraut in a bretzel bun, with sauerbraten fries.",Yes,$24,Hophaus Alt,$33,,,,,,,,,,,,,,,,,,,,,X,,X
,Com Suon,NAM D Street food,nam d street food,"Grilled lemongrass honey and soy pork fillet with scallion oil, fried egg, iceberg lettuce, tomato, cucumber, pickles and sriracha mayonnaise in a toasted Pandoro sesame bun.",,$15,,,,,,,,,,,,,,,X,,,,,,,,X,,
,The Baller'$,Neo Café & Eatery,neo café & eatery,"Beef patty with Chinese-style BBQ pulled pork rib, double cheese, fried onion, button mushrooms, pickles, lettuce, American mustard and burnt butter mayonnaise in an Arobake brioche bun.",,$20,,,,,,,,,,,X,,,,X,,,,,,,,X,,
,La Unión,Nikau Cafe,nikau cafe,"Mung bean, brown organic rice, sliced almond, Kāpiti Pakari Aged Cheddar, fennel seed and chive patty with cucumber, red cabbage pickles and jalapeño aioli in a housemade brioche bun, with a roasted parsnip, carrot, broccoli, cauliflower, kale and silverbeet salad.",,$21,Pils'n'Thrills,$29,,,Possible,Possible,Yes,Possible,,,,,,,,,,X,,,,,X,,
,Pāua to the People,Oak and Vine,oak and vine,"Pāua patty with onion rings, pickled Ōtaki cucumber, Ōtaki butterhead lettuce, lemon and dill mayonnaise in a brioche bun.",,$20,Pils'n'Thrills,$30,,,,,,,Possible,,,,,,,X,,,,,,,X,,
,The Hellenic,Oikos Hellenic Cuisine,oikos hellenic cuisine,"Spiced lamb with Zany Zeus halloumi, pickled chilli and metaxa BBQ sauce in a housemade tsoureki bun, with greek oregano fries.",Yes,$22,Noon Juice,$32,,,,,,,,,,,,X,,,,,,,,,X,X,X
,G and T,The Old Bailey,old bailey,"Reid + Reid gin infused lamb and venison patty with crispy bacon and jalapeño cheese spread in a Zaida's spirulina brioche bun, with cross trax fries.",Yes,$22,Hāpi Daze,$32,,,,Possible,,,Yes,,,,,X,,,,,,,,,,,X
,Mr Popeye,The Old Quarter,old quarter,"Free range fried chicken with baby spinach, tomato and herb salad, crispy shallots and housemade mayonnaise in a Zaida's milk bun, with curly fries.",Yes,$18,DFA,$30,3.0,,,,,,,,,X,,,,,,,,,,,,,X
,The Tongue Twister,Olive,olive,"Beef patty with tongue bacon, battered pickle, green peppercorn BBQ sauce, smoked cheddar, lettuce and mayonnaise in an Arobake horopito brioche bun, with prawn and soy crackers and seaweed salt.",,$23,Pickle Beer,$33,,,Possible,Possible,,,Yes,,X,,,,,,,,,,,,X,,
,Ortolana,Ombra,ombra,"Beyond Meat® patty with smoked Provolone, gherkin, roasted red peppers and artichoke mayonnaise in an Arobake bun, with housemade polenta chips and fennel pollen salt.",Yes,$24,Pickle Beer,$34,,,,,Yes,,Yes,,,,,,,,,X,,X,,,,,
,Chicken Licken,One Fat Bird,one fat bird,"Kiwi-spiced free range fried chicken with pickles and black garlic aioli in a Brezelmania milk bun, with bacon-loaded waffle fries and dipping gravy.",Yes,$23,Pickle Beer,$32,,,Possible,Possible,,,,,,X,,,,,,,,,,,X,,X
,Paris to Chennai 65,One80 Restaurant,one80 restaurant,"Fried 65 spice marinated free range chicken thigh with Zany Zeus chettinad yoghurt, Kāpiti Cumin Seed Gouda, paan pooran cabbage kimchi in a croissant bun, with green curry leaf shoestring fries.",Yes,$25,Bliss,$35,,,,,,,Yes,,,X,,,,,,,,,,,,,X
,"Hook, Line and Battered",Ortega Fish Shack & Bar,ortega fish shack & bar,"Buttermilk-battered fish fillet with pickled beetroot, cos lettuce and tartare ketchup sauce in a housemade white bun, with duck fat roasted potatoes and aioli.",,$27,Pils'n'Thrills,$38,,,,,,,Yes,,,,X,,,,,,,,,,X,,
,Come Together Over Kai,Oviedo Cafe,oviedo cafe,"Slow-cooked smoked 'vegan pork' with locally foraged watercress, Kāpiti grown cabbage and pumpkin in a steamed bao bun, with kūmara fries and housemade smoked vegannaise.",Yes,$22,Noon Juice,$32,,,Yes,Possible,Yes,Yes,Possible,,,,,,,,,X,,X,,,,,X
,The Midnight Sandwich Run,Panhead Custom Ales,panhead custom ales,"Smoked pork belly with Fix & Fogg peanut sauce, honey cured bacon, Memphis slaw, green banana and grape jelly in a toasted pretzel bun, with fried dill pickles and comeback sauce.",,$22,,,,,,,,,,,,,,,X,,,,,,,,X,,
,Cheap Thrills,Panhead Tory Street,panhead tory street,"Pork and chorizo patty with corned beef silver side, Baxter's Original spicy bourbon BBQ Sauce, gherkins and slaw in a brioche bun, with shoestring fries.",Yes,$22,,,,,,,,,,,X,,,,X,,,,,,,,,,X
,Three Little Pigs,Park Kitchen,park kitchen,"Pork patty with Martinborough honey glazed bacon, housemade black garlic aioli, smoked tomato relish, iceberg lettuce and pickled pink onions in a Brezelmania flax seed milk bun, with pork crackling and fennel and sage seasoned shoestring fries.",Yes,$22,Pickle Beer,$30,,,Possible,Possible,,,,,,,,,X,,,,,,,,X,,X
,Il Cheeky-chicken,Passo Pizza Pasta Caffe`,passo pizza pasta caffe`,"Truffle and marsala marinated chicken thigh with Waikanae Butcher guanciale, Swiss, pickled red onions, baby spinach, braised onion puree and Kāpiti olive oil in a Sicilian-style sesame brioche bun, with fries and aioli.",Yes,$22,Electric Dry Hop Acid Test,$32,,,Possible,,,,Yes,,,X,,,,,,,,,,,X,,X
,"Brisket Twice, Pickle Once",Pickle & Pie,pickle & pie,"Pulled salt and pepper brisket with housemade pastrami, sauerkraut, Swiss fondue and Penray Gardens dill pickle in an Arobake potato bun, with caraway and chive latke fries.",Yes,$26,Pickle Beer,$36,4.7,,Possible,Possible,,,Yes,,,,,,,,,,,,,,X,,X
,The Hot Tropic,The Pickle Jar,pickle jar,"Buffalo hot sauce fried free range chicken thigh with rum and honey glazed pineapple rings, cos lettuce, coconut yoghurt raita, pickled red cabbage and Gipps St. Butchery streaky bacon in a Zaida's sesame seed bun, with seasoned jacket wedges.",,$25,Pils'n'Thrills,$35,,,,,,,Yes,,,X,,,,,,,,,,,X,,
,The Winey Lamb,Pinocchio Greytown,pinocchio greytown,"Pinot Noir roasted Palliser Ridge lamb patty with The Drunken Nanny goats curd, beetroot relish, chilli mayonnaise, lettuce and red onion in a Clareville Bakery rosemary infused sourdough bun, with twice cooked handcut chips and aioli.",Yes,$25,Fugazi,$32,,,Possible,Possible,,,Yes,,,,,X,,,,,,,,,,X,
,Black Jack,POP,pop,"Barbacoa and coffee braised black bean patty with jackfruit, red cabbage slaw, buttermilk fried onions and cashew lime and coriander sour cream in a Brezelmania potato bun, with fire fries dusted in chipotle and mango salt.",Yes,$22,Hophaus Alt,$30,,,,,Yes,Yes,,,,,,,,,,X,,,,,,,X
,The Shear-Holder,Portlander Bar and Grill,portlander bar and grill,"Palliser Ridge tartare flavoured lamb patty with Garage Project Pils'n'Thrills American cheese sauce and housemade ketchup in an Arobake brioche bun, with rosemary seasoned taties.",,$25,Pils'n'Thrills,$35,,,,,,,,,,,,X,,,,,,,,,,,
,This Pig's Sconna Fly,Pravda Café and Grill,pravda café and grill,"Housesmoked pork cheek bacon with a fried egg, baby spinach and chilli and pineapple relish in a housemade cheese scone bun, with a mini potato hash brown and blue cheese hollandaise.",,$23,Noon Juice,$32,,,,,,,Yes,,,,,,X,,,,,,,,,X,
,Double Trouble,Queen of Jackson,queen of jackson,"Teriyaki-glazed pork belly and buttermilk fried chicken with smoked streaky bacon, cheese sauce and housemade slaw in a toasted brioche bun, with handcut kūmara chips and garlic aioli.",Yes,$23,DFA,$32,,,,,,,Yes,,,X,,,X,,,,,,,,,,
,Sloppy Mapo,The Ramen Shop,ramen shop,Fried Pheonix City tofu with a spicy Mapo-style sauce in a housemade bun.,,$14,Pickle Beer,$24,,,Yes,,Yes,Yes,Yes,,,,,,,,,X,,,,,,,
,The Limousine,The Realm bar & bistro,realm bar & bistro,"Slow-cooked lamb shoulder with halloumi, baby spinach, cucumber, red onion jus and mint sauce in a Zaida's ciabatta bun, with fries.",Yes,$19,,,,,,,Possible,,Yes,,,,,X,,,,,,,,,,,X
,Mango Tango!,The Residence Bar,residence bar,"Pepper fried chicken with candied bacon, grilled mango, Apostle St.John Hot Sauce and spring onion in a lime glazed doughnut bun, with green mango and black salt seasoned fries.",Yes,$18,DFA,$28,,,,,,,Yes,,,X,,,,,,,,,,,,,X
,Poppy Jallopi,Rizzo's @ Station Gardens,rizzo's @ station gardens,"Lamb patty stuffed with ragu, onions, garlic and basil with smoked Provolone in a toasted Brezelmania espresso bun, with potato gnocchi fries. *Available in kids and adult-sized portions.",Yes,$23,Garagista,$34,,,,,,,,,,,,X,,,,,,,,,,,X
,The Surfing Pig,Rock Yard Restaurant,rock yard restaurant,"Grilled pork and prawn patty with crispy green rice-crusted monkfish, seared pineapple, mozzarella, Ōtaki lettuce and tamarind tartare sauce in a Pandoro brioche milk bun, with shoestring fries.",Yes,$23,Pickle Beer,$33,,,,,,,Yes,,,,,,X,X,,,,,,,,,X
,Bay of Pigs,Rogue & Vagabond,rogue & vagabond,"Woody's Free Range Farm Cuban pulled pork patty and free range leg ham with Swiss, pickles and housemade pickled habanero mustard in a grilled Arobake potato bun.",,$18,Fuzz Box,$28,,,Possible,Possible,,,Yes,,,,,,X,,,,,,,,X,,
,Porktion Control,Rogue Burger,rogue burger,"Sichuan-spiced spring onion pork patty with a teriyaki glaze, yellow chilli mayonnaise, miso cucumber and Asian-inspired slaw in a housemade sweet potato bun with shoestring fries",Yes,$25,Hāpi Daze,$35,,,,Possible,,,,,,,,,X,,,,,,,,,X,X
,Sailor 'n' Cracker,Saigon Taste Restaurant,saigon taste restaurant,"A housemade red cod and prawn patty with onion, Asian slaw and carrot and daikon pickle in a Pandoro brioche bun, with Vietnamese prawn crackers.",,$16,Pickle Beer,$26,,,,,,,Yes,,,,,,,,,,,,,,X,,
,The Big Schmack,The Salt & Wood Collective,salt & wood collective,"Shaved smoked brisket with mac 'n' cheese, jalapeños, pickles and Havana 5-Star hot sauce in a milk bun, with shoestring fries.",Yes,$27,,,,,,,,,,,,,,,,,,,,,,,X,,X
